Id;Typ;Namn;Undertyp;Nivå;Säljvärde;Stats;Krav;Effekter;Yrke;Material;Föremål;Mynt;Tid;Handlare;Loot;Kategorier;Beskrivning
1153;weapon;Häroldens klinga;Sword;25+;;Skada 14-23 · Krit 24 + (1% till 5%) · Kritchans 0-4% · Hållbarhet 230 · Block/runda 2 · Dual · Vikt 13 · Ench 1;Kräver att du har bedriften Legend, 120 Styrka, 145 Svärd (rek);+8% Bashälsa, +8 Uthållighet, +5 Undvika anfall, +20 Provokation;;;;;;;;;"Detta vapen är inte tillverkat för strid. Istället tillverkades det som en dekoration menad att användas av ceremonimästaren för att inleda turneringar. Och traditionen etablerades snabbt; vid varenda turnering och batalj syntes hölls häroldens klinga högt för att starta den första striden. Så fortsatte det, i hundratals år, tills den nuvarande kejsaren valde att byta ut klingan mot ett banér bärande hans sigill.Men klingan hade under seklerna absorberat något av den energi som frigjordes i varenda kamp den deltagit vid. Därför hänger den nu i det kejserliga förrådet och väntar på sin chans att äntligen få se strid."
555;weapon;Frostbane;Sword;25+;;Skada 19-23 · Krit 24 + (1% till 5%) · Kritchans 0-5% · Hållbarhet 198 · Block/runda 2 · Dual · Vikt 12 · Ench 1;Kräver att du har bedriften Legend, Kräver att du är av rasen goblin, Kräver att du är av rasen troll, Kräver att du är av rasen ork, 150 Styrka, 145 Svärd (rek);+5% Bashälsa, +10 Styrka;;;;;;;;;I ett försök att överträffa sin egen perfektion har Brikk skänkt sitt tidigare mästerverk motpol till Kejsarens förråd.
403;weapon;Crocea mors;Sword;25+;;Skada 16-22 · Krit 23 + (1% till 5%) · Kritchans 0-3% · Hållbarhet 191 · Block/runda 2 · Dual · Vikt 7 · Ench 1;Kräver att du har bedriften Legend, 120 Styrka, 155 Svärd (rek);+1% Perfekt träff, +5 Bashälsa, +5% Bashälsa, +5 Uthållighet, +5% Uthållighet, +5 Undvika anfall, +5% Undvika anfall;;;;;;;;;Denna till synes alldagliga gladius är allt annat än. Den var en gång i tiden i Kejsarens egna ägo, när han ledde sina arméer över världen för att förena sitt imperium.
400;weapon;Caladbolg;Sword;25+;;Skada 16-24 · Krit 25 + (1% till 5%) · Kritchans 0-6% · Hållbarhet 210 · Block/runda 2 · Dual · Vikt 10 · Ench 1;Kräver att du har bedriften Legend, 135 Styrka, 160 Svärd (rek);+2% Perfekt träff, +5 svärd;;;;;;;;;Ett exotiskt svärd, en gång buret av en krigarkung över ett mindre land i norr. Denna kung använde detta i envig med Kejsaren själv, och numera dekorerar hans svärd Kejsarens palats.
399;weapon;Fenixklinga;Sword;25+;;Skada 18-21 · Krit 22 + (1% till 5%) · Kritchans 0-4% · Hållbarhet 223 · Block/runda 2 · Dual · Vikt 10 · Ench 1;Kräver att du har bedriften Legend, 115 Styrka, 150 Svärd (rek);+8% Bashälsa;;;;;;;;;Det sägs att en fenix endast får sin slutgiltiga död efter att den har levt i tio tusen år och har återfötts tusen gånger åter. Detta svärd smiddes tillsammans med systersvärdet Fenixklo i elden från en sådan fågel för uppskattningsvis tre tusen år sedan. Mer än så lyckas Kejsarens historiker inte utläsa från de antika texter som bevaras i det låsta biblioteket.
327;jewelry;Andvaranaut;Finger;25+;;-;Kräver att du har bedriften Legend;+5 Bashälsa, +5 Uthållighet, +5 Undvika anfall, +10 Provokation;;;;;;;;;En vacker guldring som ryktas göra den som bär den ofantligt rik, men historier om tidigare ägare vittnar också om ond och bråd död.
341;jewelry;Äkthetsring av guld;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +4 Undvika anfall;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
369;armor;Loriens skugga;Head;25+;;Block 5 · Vikt 1;125 Undvika anfall;+5 Undvika anfall;;;;;;;;;I skogsalvernas hemvist Lorien finns det sömmerskor med ofantlig skicklighet. Dessa sömmerskor för många århundraden sedan skapade en rustning åt deras främste krigare att försvara deras hemland med. Ingen vet vad som tillslut hände med krigaren, men efter att Kejsaren erövra Lorien hamnade rustningen i hans förråd och väntar på en värdig bärare.
410;armor;Titanvargpäls;Head;25+;;Block 10 · Vikt 4;125 Undvika anfall;+5 Undvika anfall;;;;;;;;;Denna massiva rustning är skapad av pälsen från en uråldrig titanvarg, ett odjur stor som en drake och med tänder långa som en man.
419;armor;Draugadrottens gestalt;Hands;25+;;Block 8 · Kritchans 0-1% · Vikt 2;200 Bashälsa, 250 Styrka;+2 Bashälsa, +3 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
396;armor;Saidas dröm;Hands;25+;;Block 5 · Kritchans 0-1% · Vikt 1;200 Bashälsa, 150 Undvika anfall;+2 Bashälsa, +3 Undvika anfall;;;;;;;;;För länge sedan var det en ung alv vid namn Saida som drömde om att bli en riktig riddare i tung rustning och leda arméer på slagfältet.Under Kejsarens erövring av Lorien stred Saida i en specialsmidd rustning mot hans arméer, en rustning som nu ligger i kejsarens förråd.
354;armor;Dvärgakungens rustning;Chest;25+;;Block 10 · Vikt 4;-;+10 Ledarskap;;;;;;;;;Inne i ihåliga berg ligger dvärgarnas jättelika städer. Under ett besök i dessa mottog kejsaren en gåva. En massiv dvärgasmidd rustning med utstuderade detaljer, täckt i skyddande runor. Numera efter att kejsaren erövrat sitt imperium har han upplåtit sin rustning att användas av den gladiator som visar sig värdig.
425;armor;Kejsarens gamla kläder;Hands;25+;;Block 3 · Träffchans +1;40 Ledarskap;+2 Bashälsa, +6 Ledarskap;;;;;;;;;Historien bakom hur dessa kläder hamnade i kejsarens förråd har gått förlorad i historien och alla nedskrivna berättelser om incidenten har brännts.Dock ligger numera en uppsättning gamla kejserliga kläder i förrådet, varför nu någon gladiator skulle vilja ha dem.
342;jewelry;Äkthetsring av stål;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +5 Initiativstyrka;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
409;armor;Titanvargpäls;Chest;25+;;Block 10 · Vikt 4;125 Undvika anfall;+5 Undvika anfall;;;;;;;;;Denna massiva rustning är skapad av pälsen från en uråldrig titanvarg, ett odjur stor som en drake och med tänder långa som en man.
358;armor;Död mans skepnad;Legs;25+;;Block 8 · Vikt 3;250 Bashälsa, 200 Styrka;+5 Bashälsa;;;;;;;;;Denna något makabra rustning sägs ha sitt ursprung i en magikers labb långt borta. Denna magiker försökte hitta ett sätt att binda de dödas själar till föremål och på så sätt hålla dem kvar ibland de levande. Denna rustning ger övernaturliga förmågor åt sin bärare, men enligt legenderna vilar även en förbannelse över den och alla som har burit den har gått en diger död till mötes.
401;armor;Dvärgakungens rustning;Hands;25+;;Block 8 · Kritchans 0-1% · Vikt 2;40 Ledarskap;+2 Uthållighet, +6 Ledarskap;;;;;;;;;Inne i ihåliga berg ligger dvärgarnas jättelika städer. Under ett besök i dessa mottog kejsaren en gåva. En massiv dvärgasmidd rustning med utstuderade detaljer, täckt i skyddande runor. Numera efter att kejsaren erövrat sitt imperium har han upplåtit sin rustning att användas av den gladiator som visar sig värdig.
359;armor;Död mans skepnad;Shoulders;25+;;Block 5 · Vikt 1;250 Bashälsa, 200 Styrka;+3 Bashälsa, +2 Styrka;;;;;;;;;Denna något makabra rustning sägs ha sitt ursprung i en magikers labb långt borta. Denna magiker försökte hitta ett sätt att binda de dödas själar till föremål och på så sätt hålla dem kvar ibland de levande. Denna rustning ger övernaturliga förmågor åt sin bärare, men enligt legenderna vilar även en förbannelse över den och alla som har burit den har gått en diger död till mötes.
332;jewelry;Anulus Aurum;Finger;25+;;-;Kräver att du har bedriften Legend;+3 Bashälsa, +3 Styrka, +4 Uthållighet, +4 Initiativstyrka, +3 Undvika anfall;;;;;;;;;Denna vackra ring är tillverkad av det renaste guld som står att finna i hela den kända världen. Den är inte förtrollad, men den totala renheten i den frambringar guldets inneboende styrka och gör bäraren starkare, smidigare, och mer stryktålig.
414;armor;Titanvargpäls;Feet;25+;;Block 8 · Vikt 2;125 Undvika anfall;+1 Styrka, +4 Undvika anfall;;;;;;;;;Denna massiva rustning är skapad av pälsen från en uråldrig titanvarg, ett odjur stor som en drake och med tänder långa som en man.
389;armor;Vandrarens kåpa;Shoulders;25+;;Block 3;50 Uthållighet;+2 Bashälsa, +3 Uthållighet;;;;;;;;;En till synes alldaglig kåpa Kejsaren vann i ett parti schack mot en vandrare för ett antal år sedan.
391;armor;Vandrarens kåpa;Feet;25+;;Block 3;50 Uthållighet;+2 Bashälsa, +3 Uthållighet;;;;;;;;;En till synes alldaglig kåpa Kejsaren vann i ett parti schack mot en vandrare för ett antal år sedan.
395;armor;Saidas dröm;Shoulders;25+;;Block 5 · Vikt 1;225 Bashälsa, 75 Undvika anfall;+2 Bashälsa, +3 Undvika anfall;;;;;;;;;För länge sedan var det en ung alv vid namn Saida som drömde om att bli en riktig riddare i tung rustning och leda arméer på slagfältet.Under Kejsarens erövring av Lorien stred Saida i en specialsmidd rustning mot hans arméer, en rustning som nu ligger i kejsarens förråd.
351;armor;Dugs svartplåt;Shoulders;25+;;Block 8 · Vikt 2;300 Bashälsa;+3 Bashälsa, +2 Initiativstyrka;;;;;;;;;Vapensmeden Gug hade en gång en bror vid namn Dug. Dug var inte lika fredlig som sin bror utan ledde en armé med svartblod i revolution mot kejsaren. Dugs svartplåt ligger nu i kejsarens förråd och väntar på en ny värdig bärare
397;armor;Saidas dröm;Feet;25+;;Block 5 · Vikt 1;225 Bashälsa, 75 Undvika anfall;+2 Bashälsa, +3 Undvika anfall;;;;;;;;;För länge sedan var det en ung alv vid namn Saida som drömde om att bli en riktig riddare i tung rustning och leda arméer på slagfältet.Under Kejsarens erövring av Lorien stred Saida i en specialsmidd rustning mot hans arméer, en rustning som nu ligger i kejsarens förråd.
415;armor;Draugadrottens gestalt;Chest;25+;;Block 10 · Vikt 4;200 Bashälsa, 250 Styrka;+5 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
402;armor;Dvärgakungens rustning;Feet;25+;;Block 8 · Vikt 2;40 Ledarskap;+2 Uthållighet, +6 Ledarskap;;;;;;;;;Inne i ihåliga berg ligger dvärgarnas jättelika städer. Under ett besök i dessa mottog kejsaren en gåva. En massiv dvärgasmidd rustning med utstuderade detaljer, täckt i skyddande runor. Numera efter att kejsaren erövrat sitt imperium har han upplåtit sin rustning att användas av den gladiator som visar sig värdig.
390;armor;Vandrarens kåpa;Hands;25+;;Block 3 · Vikt -3;50 Uthållighet;+2 Bashälsa, +3 Uthållighet;;;;;;;;;En till synes alldaglig kåpa Kejsaren vann i ett parti schack mot en vandrare för ett antal år sedan.
339;jewelry;Milugs mästarring;Finger;25+;;-;Kräver att du har bedriften Legend;+4 Bashälsa, +2 Styrka, +2 Initiativstyrka, +2 Undvika anfall, +15 Inlärningsförmåga;;;;;;;;;Milug har frivilligt skänkt sin gamla mästarring till Kejsarens förråd.
388;armor;Vandrarens kåpa;Head;25+;;Block 5 · Vikt 1;50 Uthållighet;+5 Uthållighet;;;;;;;;;En till synes alldaglig kåpa Kejsaren vann i ett parti schack mot en vandrare för ett antal år sedan.
338;jewelry;Belgas vigselring;Finger;25+;;-;Kräver att du har bedriften Legend;+12 Bashälsa;;;;;;;;;Har Belga varit gift?Lever hennes man?Vad gör ringen i kejsarförrådet?Vågar en gladiator bära den i strid?
331;jewelry;Sjöjungfruns tårar;Finger;25+;;-;Kräver att du har bedriften Legend;+6 Initiativstyrka, +6 Undvika anfall;;;;;;;;;
375;armor;Draxxs skrotplåt;Head;25+;;Block 8 · Vikt 3;225 Styrka, 75 Initiativstyrka;+5 Styrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
416;armor;Draugadrottens gestalt;Head;25+;;Block 10 · Vikt 4;200 Bashälsa, 250 Styrka;+5 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
387;armor;Vandrarens kåpa;Legs;25+;;Block 5 · Vikt 1;50 Uthållighet;+5 Uthållighet;;;;;;;;;En till synes alldaglig kåpa Kejsaren vann i ett parti schack mot en vandrare för ett antal år sedan.
423;armor;Kejsarens gamla kläder;Legs;25+;;Block 5 · Vikt 1;40 Ledarskap;+10 Ledarskap;;;;;;;;;Historien bakom hur dessa kläder hamnade i kejsarens förråd har gått förlorad i historien och alla nedskrivna berättelser om incidenten har brännts.Dock ligger numera en uppsättning gamla kejserliga kläder i förrådet, varför nu någon gladiator skulle vilja ha dem.
394;armor;Saidas dröm;Legs;25+;;Block 8 · Vikt 3;200 Bashälsa, 150 Undvika anfall;+5 Undvika anfall;;;;;;;;;För länge sedan var det en ung alv vid namn Saida som drömde om att bli en riktig riddare i tung rustning och leda arméer på slagfältet.Under Kejsarens erövring av Lorien stred Saida i en specialsmidd rustning mot hans arméer, en rustning som nu ligger i kejsarens förråd.
368;armor;Loriens skugga;Chest;25+;;Block 5 · Vikt 1;125 Undvika anfall;+5 Undvika anfall;;;;;;;;;I skogsalvernas hemvist Lorien finns det sömmerskor med ofantlig skicklighet. Dessa sömmerskor för många århundraden sedan skapade en rustning åt deras främste krigare att försvara deras hemland med. Ingen vet vad som tillslut hände med krigaren, men efter att Kejsaren erövra Lorien hamnade rustningen i hans förråd och väntar på en värdig bärare.
370;armor;Loriens skugga;Legs;25+;;Block 5 · Vikt 1;125 Undvika anfall;+5 Undvika anfall;;;;;;;;;I skogsalvernas hemvist Lorien finns det sömmerskor med ofantlig skicklighet. Dessa sömmerskor för många århundraden sedan skapade en rustning åt deras främste krigare att försvara deras hemland med. Ingen vet vad som tillslut hände med krigaren, men efter att Kejsaren erövra Lorien hamnade rustningen i hans förråd och väntar på en värdig bärare.
348;armor;Dugs svartplåt;Chest;25+;;Block 10 · Vikt 4;300 Bashälsa;+5 Bashälsa;;;;;;;;;Vapensmeden Gug hade en gång en bror vid namn Dug. Dug var inte lika fredlig som sin bror utan ledde en armé med svartblod i revolution mot kejsaren. Dugs svartplåt ligger nu i kejsarens förråd och väntar på en ny värdig bärare
393;armor;Saidas dröm;Head;25+;;Block 8 · Vikt 3;225 Bashälsa, 75 Undvika anfall;+5 Undvika anfall;;;;;;;;;För länge sedan var det en ung alv vid namn Saida som drömde om att bli en riktig riddare i tung rustning och leda arméer på slagfältet.Under Kejsarens erövring av Lorien stred Saida i en specialsmidd rustning mot hans arméer, en rustning som nu ligger i kejsarens förråd.
343;jewelry;Äkthetsring av bly;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +5 Styrka;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
418;armor;Draugadrottens gestalt;Shoulders;25+;;Block 8 · Vikt 2;200 Bashälsa, 250 Styrka;+2 Bashälsa, +3 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
360;armor;Död mans skepnad;Feet;25+;;Block 5 · Vikt 1;250 Bashälsa, 200 Styrka;+3 Bashälsa, +2 Styrka;;;;;;;;;Denna något makabra rustning sägs ha sitt ursprung i en magikers labb långt borta. Denna magiker försökte hitta ett sätt att binda de dödas själar till föremål och på så sätt hålla dem kvar ibland de levande. Denna rustning ger övernaturliga förmågor åt sin bärare, men enligt legenderna vilar även en förbannelse över den och alla som har burit den har gått en diger död till mötes.
422;armor;Kejsarens gamla kläder;Head;25+;;Block 5 · Vikt 1;40 Ledarskap;+10 Ledarskap;;;;;;;;;Historien bakom hur dessa kläder hamnade i kejsarens förråd har gått förlorad i historien och alla nedskrivna berättelser om incidenten har brännts.Dock ligger numera en uppsättning gamla kejserliga kläder i förrådet, varför nu någon gladiator skulle vilja ha dem.
421;armor;Kejsarens gamla kläder;Chest;25+;;Block 5 · Vikt 1;40 Ledarskap;+10 Ledarskap;;;;;;;;;Historien bakom hur dessa kläder hamnade i kejsarens förråd har gått förlorad i historien och alla nedskrivna berättelser om incidenten har brännts.Dock ligger numera en uppsättning gamla kejserliga kläder i förrådet, varför nu någon gladiator skulle vilja ha dem.
379;armor;Draxxs skrotplåt;Feet;25+;;Block 5 · Vikt 1;225 Styrka, 75 Initiativstyrka;+2 Styrka, +3 Initiativstyrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
377;armor;Draxxs skrotplåt;Shoulders;25+;;Block 5 · Vikt 1;225 Styrka, 75 Initiativstyrka;+2 Styrka, +3 Initiativstyrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
417;armor;Draugadrottens gestalt;Legs;25+;;Block 10 · Vikt 4;200 Bashälsa, 250 Styrka;+5 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
399;armor;Dvärgakungens rustning;Legs;25+;;Block 10 · Vikt 4;40 Ledarskap;+10 Ledarskap;;;;;;;;;Inne i ihåliga berg ligger dvärgarnas jättelika städer. Under ett besök i dessa mottog kejsaren en gåva. En massiv dvärgasmidd rustning med utstuderade detaljer, täckt i skyddande runor. Numera efter att kejsaren erövrat sitt imperium har han upplåtit sin rustning att användas av den gladiator som visar sig värdig.
371;armor;Loriens skugga;Shoulders;25+;;Block 3;125 Undvika anfall;+3 Initiativstyrka, +2 Undvika anfall;;;;;;;;;I skogsalvernas hemvist Lorien finns det sömmerskor med ofantlig skicklighet. Dessa sömmerskor för många århundraden sedan skapade en rustning åt deras främste krigare att försvara deras hemland med. Ingen vet vad som tillslut hände med krigaren, men efter att Kejsaren erövra Lorien hamnade rustningen i hans förråd och väntar på en värdig bärare.
376;armor;Draxxs skrotplåt;Legs;25+;;Block 8 · Vikt 3;225 Styrka, 75 Initiativstyrka;+5 Styrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
333;jewelry;Armte's kaptensring;Finger;25+;;-;Kräver att du har bedriften Legend;+25 Ledarskap;;;;;;;;;Armte var namnet på en av kejsarens soldater. Han kom från en enkel bakgrund och var inte gammal när han gick med i Stenhems garde. Han var en duktig soldat, men inte exceptionell, och gjorde sina sysslor som han skulle. Men hans öde tog en diger vändning en dag när hans grupp blivit skickade för att rensa ut ett banditnäste i bergen som gjort livet surt för lokalbefolkningen.De hittade snabbt banditerna och hade nästan utrotat dem alla när en av de blåste i ett horn. En av soldaterna satt en pil i hans hals, men det var redan för sent. Ett enormt bergatroll kom lufsande ut ur grottans inre och med en enda fruktansvärd smäll förvandlade det Armtes kapten till en kladdig fläck på grottans golv. Resten av soldaterna vände och flydde i panik, men inte Armte. Han höjde sitt spjut, darrande av rädsla men befäst av pliktkänsla och mod, vrålade och gick till attack mot trollet.Det är oklart vilken gud som log mot honom den dagen, men Armtes spjut fann sitt mål och drevs djupt in i trollets hals, som gurglade och föll dött till marken. De flyende soldaterna återvände och kunde knappt tro vad de såg. Gruppen återvände till Stenhem med den forne kaptenens kvarlevor, och när de berättade vilket hjältedåd Armte utfört blev Kejsaren själv intresserad. Armte blev genast befordrad till kapten, och fick då denna ring. Armtes karriär som kapten blev lång och imponerande, och kom endast till en ända då han blev befordrad igen, denna gång till en av Kejsarens personliga pretoriangarde, en plats han än idag besitter med stolthet.Som ett sista tack till den befolkning han svurit att beskydda skänkte Armte sin kaptensring till det kejserliga förrådet, där den väntar på att föra sin heroiska ägares bragder vidare genom en ny bärare. När kejsaren gästar arenan kan man se Armte vid hans högra sida, klädd i den magnifika rustning han utan tvekan förtjänar. En av Stenhems sanna hjältar - är du värdig att föra vidare hans saga?
378;armor;Draxxs skrotplåt;Hands;25+;;Block 5 · Träffchans +1 · Vikt 1;225 Styrka, 75 Initiativstyrka;+2 Styrka, +3 Initiativstyrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
361;armor;Död mans skepnad;Hands;25+;;Block 5 · Träffchans +1 · Vikt 1;250 Bashälsa, 200 Styrka;+2 Bashälsa, +3 Styrka;;;;;;;;;Denna något makabra rustning sägs ha sitt ursprung i en magikers labb långt borta. Denna magiker försökte hitta ett sätt att binda de dödas själar till föremål och på så sätt hålla dem kvar ibland de levande. Denna rustning ger övernaturliga förmågor åt sin bärare, men enligt legenderna vilar även en förbannelse över den och alla som har burit den har gått en diger död till mötes.
373;armor;Loriens skugga;Feet;25+;;Block 3;125 Undvika anfall;+3 Initiativstyrka, +2 Undvika anfall;;;;;;;;;I skogsalvernas hemvist Lorien finns det sömmerskor med ofantlig skicklighet. Dessa sömmerskor för många århundraden sedan skapade en rustning åt deras främste krigare att försvara deras hemland med. Ingen vet vad som tillslut hände med krigaren, men efter att Kejsaren erövra Lorien hamnade rustningen i hans förråd och väntar på en värdig bärare.
349;armor;Dugs svartplåt;Legs;25+;;Block 10 · Vikt 4;300 Bashälsa;+5 Bashälsa;;;;;;;;;Vapensmeden Gug hade en gång en bror vid namn Dug. Dug var inte lika fredlig som sin bror utan ledde en armé med svartblod i revolution mot kejsaren. Dugs svartplåt ligger nu i kejsarens förråd och väntar på en ny värdig bärare
315;armor;Gyllene axelskydd;Shoulders;25+;;Block 10 (15%) · Vikt 1;-;-;;;;;;;;;En legendarisk hjälte vars namn gått förlorad i tiden fann denna rustning efter att han dräpt en gigantisk drake. Kejsarens alkemister och magiker har försökt studera rustningen, men ingen har lyckats lista ut vad den är gjord av för material. Oavsett vad det är, så är det starkare än mithril och förlorar aldrig sitt sken.
420;armor;Draugadrottens gestalt;Feet;25+;;Block 8 · Vikt 2;200 Bashälsa, 250 Styrka;+2 Bashälsa, +3 Styrka;;;;;;;;;I kejsarens förråd, bakom ytterligare lås och magiska skyddsbarriärer finns en svart rustning med mystiska runor. Ingen vet dess ursprung och alla skrifter relaterade till den är brännda på kejsarens egna order. Men oavsett är det en mycket stark rustning som en värdig gladiator kan få bära, även om priset kan bli högt.
398;armor;Dvärgakungens rustning;Head;25+;;Block 10 · Vikt 4;40 Ledarskap;+10 Ledarskap;;;;;;;;;Inne i ihåliga berg ligger dvärgarnas jättelika städer. Under ett besök i dessa mottog kejsaren en gåva. En massiv dvärgasmidd rustning med utstuderade detaljer, täckt i skyddande runor. Numera efter att kejsaren erövrat sitt imperium har han upplåtit sin rustning att användas av den gladiator som visar sig värdig.
412;armor;Titanvargpäls;Shoulders;25+;;Block 8 · Vikt 2;125 Undvika anfall;+1 Styrka, +4 Undvika anfall;;;;;;;;;Denna massiva rustning är skapad av pälsen från en uråldrig titanvarg, ett odjur stor som en drake och med tänder långa som en man.
345;jewelry;Äkthetsring av tungsten;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +3 Bashälsa, +3 Styrka;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
346;jewelry;Äkthetsring av ek;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +10 Inlärningsförmåga;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
374;armor;Draxxs skrotplåt;Chest;25+;;Block 8 · Vikt 3;225 Styrka, 75 Initiativstyrka;+5 Styrka;;;;;;;;;Draxx var en osedvanligt klyftig individ, för att vara en goblin. Dock tenderade allting i hans liv gå utför, oavsett vad han gjorde åt det. När han efter flera år fick nog, bestämde han sig för att ta hämnd på dem som var skyldiga till alla oförrätter.Han byggde av svartplåt och skrot en rustning som var stark nog att inte ens det starkaste troll kunde slå igenom det, och sedan skred han till verket. Under tre dygn raserade han stora delar av staden, inklusive alla hans plågoandars hem innan en tursam pil från en alv fann sitt mål och satte stop för förödelsen.Hans rustning finns nu i kejsarens förråd och väntar på en ny bärare att sprida kaos och förödelse med.
340;jewelry;Äkthetsring av silver;Finger;25+;;-;Kräver att du har bedriften Legend;+6 yxor, +6 svärd, +6 hammare, +6 stavar, +6 sköldar, +6 stickvapen, +6 kättingvapen, +6 Obeväpnat, +3 Initiativstyrka, +2 Undvika anfall;;;;;;;;;En av de ringar i olika material som symboliserar legendstatusen.
